68	11	11
67	8	11
67	9	9
65	7	10
65	5	11
64	4	13
62	5	12
62	7	11
62	8	9
61	11	9
61	14	9
59	14	10
58	12	12
57	14	10
57	14	8
58	16	6
58	19	6
56	20	5
56	17	6
58	18	4
61	19	4
62	17	2
61	17	0
61	14	1
60	12	1
62	10	2
63	13	2
65	13	3
66	16	3
66	15	6
68	16	8
70	17	6
70	20	7
69	19	9
69	18	12
71	17	11
71	19	12
71	19	10
74	19	11
74	18	14
74	16	15
76	15	14
77	15	16
79	17	17
81	16	18
80	16	20
81	14	20
84	14	20
86	13	19
84	14	17
83	16	17
85	16	17
86	17	15
84	16	15
84	13	14
85	14	12
85	13	9
84	15	10
82	16	10
81	14	9
79	12	8
76	13	8
76	14	5
76	13	2
76	10	3
76	11	5
78	11	6
76	9	5
76	7	4
78	6	3
78	5	1
81	5	1
80	5	3
82	4	4
82	2	5
81	2	8
80	3	10
82	4	8
84	3	8
84	3	11
85	3	13
82	3	13
83	2	15
82	4	16
79	4	15
76	4	16
75	6	16
77	7	17
80	8	17
80	10	16
80	13	17
78	13	16
75	13	16
76	11	16
77	12	18
74	12	18
71	12	19
71	12	17
70	10	17
69	8	17
70	6	17
70	4	16
70	3	13
70	2	11
70	1	9
67	1	9
67	4	10
68	6	10
68	6	12
68	6	15
65	6	14
67	8	15
64	9	15
62	9	15
64	11	14
65	13	12
65	10	12
64	10	9
62	11	11
61	9	12
59	7	13
59	6	10
56	7	10
55	5	10
57	3	9
55	1	8
53	2	6
53	1	9
52	2	11
50	0	12
50	1	14
49	2	12
48	4	11
47	3	9
46	5	9
45	7	10
44	4	10
44	4	8
41	4	7
41	6	6
41	9	5
43	10	5
42	8	7
42	7	9
40	6	8
38	4	7
38	5	5
40	7	4
38	7	3
37	9	4
39	10	5
41	12	4
41	14	5
43	16	4
41	18	3
41	18	1
43	17	1
42	15	2
43	13	4
42	12	6
43	14	6
45	12	5
45	9	6
44	7	6
44	7	3
43	9	1
45	8	1
48	8	2
49	6	3
49	5	5
51	6	5
53	8	6
53	11	5
50	11	4
48	11	5
50	10	6
52	12	7
52	9	8
52	8	10
53	10	12
53	8	13
51	7	15
51	4	15
53	3	15
52	5	17
50	7	18
50	10	18
50	12	17
51	13	19
52	15	20
53	13	19
54	15	19
53	16	17
54	18	15
54	16	14
56	16	13
55	19	13
54	20	11
52	19	12
50	19	11
52	17	12
52	18	10
53	18	7
53	17	5
51	16	6
50	14	8
48	13	10
46	13	11
46	14	13
46	11	12
45	9	13
44	10	15
42	10	14
44	8	15
41	8	15
38	9	15
37	8	13
39	10	12
40	12	10
42	13	11
41	16	11
40	19	11
43	19	11
44	17	9
44	17	12
44	14	13
44	13	16
46	15	15
47	17	15
45	19	14
43	17	15
42	19	15
44	18	17
42	18	18
40	18	19
41	15	19
40	17	17
38	16	18
39	13	18
37	13	18
36	12	16
35	11	18
34	11	16
35	9	14
33	8	15
31	6	16
31	4	16
29	3	14
31	4	13
29	3	11
27	1	10
29	2	8
28	5	8
27	5	5
27	8	5
28	8	7
26	7	8
25	9	7
23	10	7
25	11	7
24	11	9
25	13	9
25	16	10
23	16	10
23	14	11
20	14	11
20	12	10
19	9	10
19	9	12
17	10	11
15	11	11
17	12	12
14	12	13
13	13	11
14	15	9
17	15	9
19	16	11
20	16	9
19	18	9
18	19	11
16	18	12
17	17	10
15	18	8
12	18	8
14	17	10
12	16	10
11	16	7
10	14	5
10	11	4
8	11	5
6	12	6
7	10	7
5	9	7
7	8	9
5	10	10
6	12	10
9	12	11
11	11	11
13	10	9
11	11	9
12	10	7
15	9	7
13	8	7
15	7	5
16	7	3
18	6	3
21	6	3
20	5	1
18	5	0
19	7	1
21	9	0
22	7	1
22	5	0
22	2	0
22	0	0
25	0	1
27	2	2
25	3	4
23	3	3
23	4	6
23	5	8
21	5	9
20	5	7
19	4	9
19	6	9
18	6	12
17	6	10
16	4	8
15	1	8
15	1	6
14	4	6
14	5	9
16	4	11
17	4	13
14	4	12
15	6	14
13	4	15
11	3	15
13	2	16
13	5	17
14	3	18
16	4	19
16	3	16
18	5	17
18	7	16
20	8	16
19	11	16
19	12	18
20	14	16
20	13	13
22	11	14
23	9	15
24	11	16
26	12	16
26	14	17
26	14	14
24	16	13
25	18	11
26	18	14
23	19	14
22	17	14
23	17	17
25	16	17
27	17	16
30	16	16
32	15	15
30	13	14
29	11	14
29	8	13
27	10	14
28	9	16
25	9	15
25	10	13
28	10	12
30	12	11
29	12	8
30	10	7
31	12	6
32	10	6
34	10	6
34	8	7
35	5	7
34	7	5
32	6	6
31	8	4
33	9	3
34	7	1
36	9	0
37	12	0
38	11	2
40	9	3
41	7	2
41	6	0
43	5	1
45	4	2
47	5	0
49	5	1
51	7	2
52	9	3
54	7	2
55	5	0
55	4	3
57	5	3
57	6	5
55	7	4
57	9	5
58	7	3
59	7	0
62	7	0
63	8	2
64	11	2
65	9	3
66	9	5
66	10	7
66	11	4
65	12	6
64	10	7
62	9	6
63	7	4
63	5	3
64	4	5
62	4	5
61	4	2
64	3	2
67	3	2
69	3	1
70	4	3
72	3	2
72	6	2
73	8	4
73	11	4
73	14	4
73	15	6
72	17	7
71	15	9
71	12	8
74	13	8
73	12	10
73	10	9
70	10	10
