44	12	15
45	14	14
45	16	15
47	14	16
49	14	16
51	14	17
52	15	19
53	17	19
53	19	18
56	18	18
58	16	19
60	16	19
62	14	18
61	11	18
60	11	16
61	11	14
59	9	13
60	7	11
62	6	12
60	4	13
62	2	14
62	2	12
62	0	13
61	0	11
60	1	9
60	3	10
62	4	12
62	5	10
64	6	10
64	9	9
65	9	6
64	9	4
62	11	3
62	14	3
63	16	5
63	16	7
63	14	8
65	15	8
67	14	6
70	14	6
69	15	4
68	17	6
68	19	6
67	19	9
67	18	12
66	18	14
65	17	16
64	17	18
63	16	16
62	13	16
62	13	14
63	15	14
65	15	13
67	15	12
66	15	10
67	13	11
69	11	12
67	11	13
68	9	11
70	9	11
69	7	12
67	8	14
65	9	12
65	8	14
67	7	16
68	4	16
69	2	17
68	2	19
69	0	20
71	1	19
73	0	19
73	2	19
72	2	17
74	1	15
75	3	13
74	5	13
74	8	13
76	9	14
76	10	11
78	9	13
81	9	12
80	9	9
80	9	7
80	7	7
79	7	4
78	9	4
77	11	4
78	13	3
80	14	3
81	13	5
82	13	3
84	13	2
86	11	3
86	11	6
84	9	5
84	11	6
84	11	9
84	13	10
84	12	12
84	15	12
85	17	13
85	17	15
83	19	16
81	19	16
79	19	16
80	19	14
79	17	12
77	16	11
74	16	10
72	15	9
73	13	11
72	11	9
69	11	10
71	9	9
69	7	8
71	5	7
69	6	5
67	4	6
68	3	8
69	1	10
66	1	9
64	2	7
62	1	7
61	3	6
59	4	6
58	6	8
61	6	7
60	9	7
60	10	9
61	12	9
61	11	7
58	11	6
56	13	5
54	14	3
54	17	3
52	19	4
51	16	4
50	14	2
49	13	0
49	16	1
47	14	2
46	17	2
43	17	2
40	17	1
41	15	2
40	17	4
38	16	2
39	14	4
38	12	6
38	9	6
36	11	7
36	13	7
35	11	9
33	12	8
33	13	11
35	15	12
38	15	13
38	15	15
39	15	17
39	14	19
40	12	18
42	11	17
44	9	18
45	7	19
47	8	18
49	8	19
51	9	20
51	7	20
54	7	20
54	9	20
53	8	18
54	7	16
56	6	16
58	8	15
56	9	17
58	9	18
58	11	18
58	12	16
56	12	15
55	14	15
53	13	16
51	12	15
52	12	13
52	15	12
54	16	13
54	19	12
56	18	13
58	17	11
56	18	9
55	15	9
54	17	11
54	15	11
53	15	8
52	17	9
50	17	9
49	15	10
51	14	10
50	14	7
51	12	8
50	10	9
50	8	10
47	8	11
46	11	11
46	12	8
44	11	9
43	9	8
43	6	7
44	6	9
46	7	7
47	7	4
48	5	4
48	6	7
46	5	7
45	3	7
43	4	6
42	2	8
40	4	9
41	6	9
41	5	6
41	5	3
40	3	4
39	3	1
38	6	1
35	6	1
35	7	4
35	9	4
32	9	4
32	8	6
31	7	8
30	9	7
28	9	8
28	9	10
28	6	9
26	6	10
27	6	12
29	4	11
28	4	14
27	2	13
25	3	14
23	2	12
22	0	13
21	2	12
20	1	14
18	2	15
17	2	18
15	4	17
14	2	16
14	2	14
16	4	15
16	3	12
18	4	12
19	4	9
19	6	9
17	5	7
15	5	8
16	3	10
15	3	8
13	2	10
14	0	8
13	2	8
15	3	6
16	1	7
19	1	6
20	2	8
22	1	10
22	4	11
23	4	9
25	5	8
26	5	5
24	3	4
25	3	2
26	0	2
26	1	4
28	3	5
28	5	6
28	4	3
26	6	2
27	4	1
25	4	0
23	5	1
20	4	1
20	4	3
18	5	3
16	6	1
18	8	2
20	8	1
22	10	2
24	12	1
25	14	1
24	16	1
24	18	1
22	18	2
21	19	4
22	17	5
23	16	7
23	19	8
25	20	9
28	20	10
30	20	10
29	20	13
26	20	12
27	18	11
26	16	13
27	14	15
26	14	17
24	13	19
24	12	16
24	11	18
23	9	17
23	7	17
21	6	17
18	5	17
16	6	18
17	8	19
15	10	18
16	13	18
17	15	18
15	15	17
16	13	15
17	15	13
18	17	11
16	19	12
16	18	10
14	17	9
13	19	8
10	19	8
8	18	8
8	19	6
8	19	4
9	17	6
9	16	8
7	16	7
5	14	6
3	12	7
4	10	8
2	12	9
4	11	11
5	12	9
6	13	11
8	12	9
8	13	12
9	13	15
9	12	18
9	14	18
8	16	18
6	15	17
7	15	15
7	13	14
5	13	13
4	15	12
2	17	13
2	15	13
1	16	15
1	17	18
1	15	18
3	16	17
3	15	15
2	13	15
3	14	17
2	12	18
4	12	17
2	11	15
4	10	14
4	7	14
7	7	15
5	5	14
4	5	17
3	3	18
3	5	19
5	4	20
5	3	17
7	2	16
7	3	13
6	2	11
4	3	11
1	3	11
2	5	11
4	5	10
3	5	7
5	4	6
8	5	6
9	7	7
7	9	6
8	7	4
6	6	2
6	9	3
4	10	4
5	9	6
5	11	6
7	11	7
10	11	7
10	11	5
10	8	5
12	7	5
13	8	3
15	7	3
16	7	6
19	6	6
18	8	7
18	11	7
20	10	6
22	11	8
20	12	7
21	15	7
21	14	9
19	13	10
19	10	11
21	11	11
22	13	11
21	13	14
22	10	14
23	8	13
25	9	13
26	8	15
28	8	16
31	8	17
33	7	18
34	7	15
36	8	14
38	9	15
37	8	17
36	10	19
35	12	18
33	12	19
32	10	18
33	8	20
34	9	18
35	9	16
34	12	16
32	14	15
34	13	13
37	13	14
37	11	13
40	12	13
40	11	15
41	9	17
42	11	19
44	13	18
45	11	17
44	9	16
