79	18	4
80	16	3
81	19	3
80	19	1
77	19	2
76	17	1
77	19	0
75	20	1
74	18	2
74	17	4
74	16	7
75	17	9
76	15	7
75	12	7
75	12	4
73	11	4
73	11	2
72	13	4
70	14	5
70	12	4
68	11	5
67	14	5
66	14	7
66	14	9
65	12	7
64	11	9
65	9	10
64	7	9
64	5	8
66	6	6
64	6	5
65	6	2
66	5	4
68	4	2
68	4	4
70	4	5
71	6	7
69	7	8
67	6	8
67	3	9
65	4	10
63	5	12
62	7	14
61	9	16
62	12	16
64	11	16
63	11	18
64	13	16
65	13	13
67	15	14
65	17	15
64	15	13
64	17	12
65	18	10
63	17	8
62	19	8
61	20	10
60	19	12
59	20	10
57	19	11
58	17	12
59	14	12
59	11	12
58	10	10
56	10	9
54	10	8
53	11	10
53	13	10
52	15	8
54	14	6
53	16	5
53	16	2
51	14	3
53	14	4
55	13	4
55	13	2
56	11	2
59	11	3
61	12	4
63	11	5
60	10	5
58	9	4
58	9	2
59	7	2
59	5	3
61	6	5
60	4	5
57	4	6
59	4	7
59	3	9
56	3	10
53	2	10
54	4	8
53	6	9
51	5	7
53	6	5
52	5	3
53	3	2
55	4	3
54	1	3
54	0	0
54	3	0
56	3	1
55	5	1
52	5	1
49	5	1
47	7	2
46	4	2
47	1	2
44	1	2
44	3	2
45	3	5
46	1	5
45	2	7
43	1	8
45	3	9
46	3	12
44	3	13
42	4	15
40	2	14
42	1	12
44	0	14
47	1	14
48	3	16
49	0	16
50	2	15
49	2	13
48	3	11
50	4	11
50	2	10
49	4	9
51	6	10
49	7	11
47	9	10
45	9	9
45	8	7
44	10	6
45	12	4
44	13	6
43	15	5
43	15	8
46	15	8
46	12	8
45	12	11
46	14	13
47	11	13
47	8	14
49	8	13
49	10	13
48	10	16
46	10	16
44	9	15
41	9	14
42	9	11
42	8	8
41	10	8
39	11	9
39	10	7
39	7	6
40	5	4
38	4	6
38	4	4
38	3	1
36	2	3
36	2	6
33	2	7
31	1	7
32	1	5
30	3	4
29	4	6
29	3	9
29	6	8
29	8	7
27	9	7
28	11	6
27	11	4
27	9	3
26	7	5
27	5	6
25	6	8
24	8	9
23	6	9
23	4	9
23	2	9
24	2	7
23	1	5
22	1	2
24	1	1
24	3	2
24	5	1
22	3	2
20	5	3
22	6	5
20	7	7
18	7	6
17	6	4
16	4	4
14	3	6
12	4	6
12	6	5
14	5	4
14	5	2
16	5	1
16	8	2
15	11	2
14	11	5
12	10	4
11	8	6
8	8	6
7	6	8
8	4	9
9	6	8
12	7	8
14	8	7
15	8	5
16	10	7
13	10	8
14	10	11
17	10	11
19	10	11
18	13	11
18	14	8
15	14	8
12	14	9
13	14	11
12	13	13
13	15	13
12	17	11
11	15	12
10	13	10
9	15	10
10	14	8
8	15	6
7	13	8
4	13	7
6	14	5
5	12	5
2	12	6
3	12	3
3	14	2
3	14	5
1	14	4
1	16	4
1	17	2
0	19	2
1	19	5
4	19	6
4	20	4
6	19	3
7	18	5
7	19	7
6	17	8
7	18	10
5	17	10
7	16	11
8	13	11
7	11	11
7	12	13
5	10	14
5	7	14
6	5	12
8	3	13
6	2	13
8	1	13
11	1	13
12	3	13
15	3	13
15	3	10
13	5	9
15	4	8
15	5	11
17	4	11
18	6	12
18	6	14
20	7	16
22	7	15
21	5	15
22	6	17
24	7	18
25	8	16
25	10	17
27	11	18
27	13	17
24	13	18
24	15	17
24	18	17
22	17	19
22	18	16
21	16	16
19	17	18
18	17	16
18	19	16
17	19	14
20	19	14
21	17	13
20	15	12
20	13	11
22	13	11
21	14	9
22	11	9
20	12	8
21	14	7
23	13	6
21	15	5
22	17	7
24	15	8
25	17	10
27	16	11
29	16	12
29	15	15
28	17	16
29	20	16
31	19	16
32	17	18
34	16	18
34	13	19
36	12	19
34	13	17
33	11	18
31	13	17
31	15	17
29	16	19
30	17	17
33	17	16
36	16	16
38	15	17
39	14	15
37	13	15
34	13	14
33	11	13
33	12	11
34	12	9
34	15	8
31	15	8
29	14	6
30	14	4
31	13	6
32	15	6
33	15	3
33	16	0
35	16	1
37	15	1
38	16	3
39	18	5
39	18	7
41	19	7
42	19	5
45	19	6
43	18	7
44	20	8
46	19	9
48	18	8
50	17	10
49	17	13
47	16	13
47	16	10
49	14	11
51	13	12
52	15	14
55	15	13
54	13	14
56	12	12
56	10	12
54	9	11
54	8	13
56	7	15
58	6	15
60	5	17
63	6	17
65	5	17
67	7	16
66	5	14
65	3	13
67	1	14
67	2	11
69	3	10
71	4	8
71	2	9
71	3	12
72	3	14
71	2	16
73	3	17
73	0	16
75	1	18
78	2	18
79	3	20
79	4	18
77	5	17
76	5	19
75	8	19
76	10	20
77	8	18
77	7	15
74	8	15
76	10	14
78	10	14
80	11	14
81	13	12
79	13	11
78	14	13
77	12	11
76	11	9
77	11	7
77	12	5
76	9	5
76	8	2
75	6	2
76	4	4
74	2	3
73	0	3
75	1	5
78	1	5
77	2	7
77	5	8
77	6	11
77	4	11
79	3	13
80	1	15
82	2	13
81	4	14
83	6	15
83	5	12
86	6	12
85	8	12
84	10	10
83	11	8
83	8	8
84	10	6
85	11	8
84	13	6
85	15	7
85	17	7
84	15	9
81	16	9
82	18	11
82	20	10
81	18	8
83	19	6
83	16	6
80	16	6
