59	18	18
59	17	15
61	19	16
62	20	14
63	18	15
66	18	16
68	18	16
66	19	14
67	17	12
68	18	14
69	15	14
72	14	14
74	13	13
73	11	12
73	10	9
71	8	8
73	10	7
71	11	8
68	10	8
65	10	8
64	9	10
61	9	11
60	9	8
58	10	6
59	12	7
60	14	9
61	14	12
62	12	12
60	11	13
62	9	14
64	8	13
64	6	12
63	5	10
63	5	7
62	7	7
62	7	9
62	6	12
61	7	14
60	5	14
61	3	14
62	1	16
63	0	14
63	1	11
65	3	10
67	4	11
68	4	9
68	1	8
66	2	7
68	0	6
70	2	7
71	0	7
70	0	9
71	2	11
74	2	12
75	5	12
75	7	11
74	5	9
76	4	8
78	4	9
77	6	7
78	4	7
79	2	7
81	2	7
83	3	6
83	5	5
81	4	5
80	6	5
79	5	3
77	3	4
75	2	6
74	5	6
74	7	6
74	10	5
71	10	6
71	11	4
71	10	1
69	8	2
69	6	3
71	6	4
69	7	6
68	8	4
68	11	5
67	10	3
68	10	0
65	9	0
63	7	1
66	7	2
65	9	3
63	8	5
61	7	3
59	9	4
59	6	3
56	6	3
54	5	5
52	5	5
52	5	7
53	5	9
54	6	11
53	8	13
55	9	14
55	10	12
56	12	11
55	12	8
55	14	8
55	16	8
55	16	6
55	15	4
53	13	3
51	13	4
50	11	5
51	10	3
51	7	2
52	8	4
54	9	6
54	10	8
54	7	7
51	7	6
52	7	9
50	8	11
49	8	8
50	6	10
48	5	8
48	3	9
48	6	10
47	8	9
47	11	8
48	11	6
49	13	8
49	16	8
50	18	8
50	19	5
49	16	5
48	19	5
45	19	5
45	16	5
44	13	5
43	12	7
44	9	7
45	12	7
45	11	4
46	9	6
46	6	7
44	5	5
42	6	6
42	7	4
40	8	3
39	9	5
39	6	6
41	5	4
40	3	3
38	4	1
38	5	4
36	4	4
38	2	5
37	0	6
34	0	7
34	1	9
34	2	12
34	2	15
32	4	14
29	4	13
30	6	13
30	8	13
28	9	15
29	11	13
29	11	15
29	13	16
30	14	14
31	12	14
33	11	15
33	14	15
35	15	16
33	14	17
32	17	17
33	17	14
35	16	12
35	17	9
35	17	7
34	16	5
36	14	4
36	13	6
34	13	7
33	13	10
31	12	8
32	10	7
32	9	4
33	11	2
35	12	3
33	13	2
31	11	3
29	12	4
29	11	6
27	10	8
27	13	7
28	15	5
26	16	5
24	15	4
24	14	1
24	17	0
23	19	0
22	18	2
23	16	2
21	16	1
19	18	2
21	17	4
21	17	6
19	15	5
21	14	4
23	12	3
22	11	5
24	12	6
22	13	7
24	12	8
25	13	10
24	11	11
23	9	9
24	9	11
24	7	10
22	5	9
20	6	7
20	6	5
20	6	3
21	8	3
19	9	3
17	10	2
16	8	3
17	9	5
18	12	5
20	12	4
20	13	1
17	13	0
17	14	3
15	15	5
13	14	6
14	12	7
15	12	9
14	10	7
12	9	9
13	7	10
15	5	9
13	6	8
14	6	6
13	8	6
12	7	4
11	9	4
9	8	3
7	6	2
9	5	1
11	4	0
9	3	1
10	3	3
10	0	4
8	1	4
8	0	7
11	0	7
12	2	9
14	1	7
13	4	7
13	4	10
12	3	12
11	5	14
9	5	14
9	3	13
9	1	14
8	3	16
7	4	14
8	6	12
11	5	12
10	6	10
12	7	12
14	8	14
15	9	16
14	10	14
11	10	14
11	12	15
10	12	18
8	11	20
7	9	20
7	6	20
4	6	19
2	5	18
4	4	17
3	4	14
4	4	12
4	5	9
1	5	10
1	8	10
0	8	8
2	10	9
3	8	7
4	10	9
5	11	11
6	11	8
6	12	5
7	10	4
6	12	3
5	14	5
7	15	6
9	14	7
10	12	6
11	14	8
11	16	8
11	19	7
10	19	4
9	17	3
8	19	4
8	20	7
9	19	9
9	16	10
7	14	11
4	13	11
6	12	13
8	13	15
8	13	17
8	15	17
10	16	16
11	18	17
9	20	16
6	20	16
5	18	15
7	17	15
9	15	14
10	15	12
10	18	13
12	17	12
14	18	11
15	16	12
15	13	12
14	11	12
16	10	14
18	9	15
19	11	15
20	12	13
18	11	11
19	9	9
17	10	8
17	13	8
17	14	6
19	15	7
21	16	9
22	18	8
23	16	9
23	15	12
26	15	13
27	17	13
28	18	15
27	20	14
25	20	15
26	18	15
24	18	16
24	19	19
22	17	18
21	15	17
23	14	17
22	12	18
22	13	20
22	11	20
24	12	18
23	12	15
26	12	14
25	11	16
26	11	18
29	12	18
28	10	17
29	8	17
27	6	16
29	4	17
31	2	16
29	2	16
28	2	13
27	4	11
27	7	10
28	7	7
30	7	8
32	7	8
34	7	8
35	9	9
38	9	9
37	11	8
37	11	11
37	8	11
38	8	14
40	10	13
40	11	16
41	13	15
38	12	15
36	11	14
37	13	13
38	14	15
39	16	16
41	15	18
43	16	20
43	13	19
43	10	19
45	8	18
47	8	18
46	10	16
47	11	18
46	12	16
45	10	14
46	12	13
44	12	12
44	14	12
45	16	13
45	17	11
45	15	10
47	14	10
49	14	10
47	16	11
49	14	12
48	12	14
49	10	15
47	8	14
46	7	12
44	6	14
42	4	15
42	3	13
45	3	14
45	2	16
44	3	18
42	3	18
43	6	18
44	4	16
45	6	18
46	7	16
48	6	16
50	7	17
52	6	19
54	7	18
54	8	16
54	10	17
55	12	17
57	11	15
57	8	16
58	10	17
60	9	19
61	12	19
61	15	20
59	16	20
59	15	18
